sample	basin	creek	year	reads	watershed	subbasin	creek_year	sampnum	long	lat	in_will	will_name	will_ho	will_pi	will_fis	ws_will	ts_will	PVA_Extinction	PVA_Ext_L95	PVA_Ext_U95	PVA_Abundance_50	PVA_Abundance_25	PVA_Abund_Year	in_basin
MAR_TCR_2002_002	Humboldt/Upper	T	2002	1086172	Humboldt	Upper	T_2002	441	-115.3040545	41.63598922	YES	T	0.000000682	0.000000588	-0.117693616	0.0000191	0.000019	0.1	0.1	0.2	4029	1960	2002	yes
BYDY_005	Walker	By-Day	2015	5490332	Walker		By-Day_2015	442	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
Y200035	Stanislaus_R_OOB	Disaster_Creek	2018	2237242	Carson		Disaster_Creek_2018	443	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y200005ONR	Owens_R_OOB	O'Harrel_Creek	2020	1797802	Carson		O'Harrel_Creek_2020	444	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y200145WKR	Walker	Silver	2020	5997366	Walker		Silver_2020	445	-119.5749218	38.38654264	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y200036WKR	Walker	Wolf	2020	6655327	Walker		Wolf_2020	446	-119.5910264	38.35848746	YES	Upper Wolf & Lower Wolf	0.00000175	0.00000143	-0.217860379	0.0000414	0.0000436	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
LittleAlv5	Alvord_Lake_OOB	Little_Alvord	2021	773647	Willow_Whitehorse		Little_Alvord_2021	447	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3103-849	Willow_Whitehorse	Little_Whitehorse	2020	995980	Willow_Whitehorse		Little_Whitehorse_2020	448	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y170039CAR	Carson	EF_Carson_Golden_Canyon	2017	469266	Carson		EF_Carson_Golden_Canyon_2017	449	-119.82462	38.99074	YES	East Fork Carson & Golden Canyon	0.000000724	0.000000577	-0.1531849	0.0000174	0.0000192	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y200120WKR	Walker	By-Day	2020	2006065	Walker		By-Day_2020	450	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
MILL_006	Walker	Mill	2015	4075977	Walker		Mill_2015	451	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
QUI_CMC_2016_001	Quinn	Colman	2016	885302	Quinn_Reese		Colman_2016	452	-119.0331595	41.46502882	YES	Colman	0.000000599	0.000000488	-0.131628025	0.0000181	0.0000163	5.6	5.1	7.6	1144	521	2008	yes
22rok065	Humboldt/Rock	Rock	2022	1572265	Humboldt	Rock	Rock_2022	453	-116.4271066	41.36591453	YES	Rock	0.000000664	0.000000591	-0.066621372	0.0000209	0.0000205	8.8	7.6	10.4	508	284	2009	yes
Y200013ONR	Owens_R_OOB	O'Harrel_Creek	2020	3637690	Carson		O'Harrel_Creek_2020	454	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
3103-629	Willow_Whitehorse	Willow	2020	10213374	Willow_Whitehorse		Willow_2020	455	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
ROC_TOJ_2017_016	Humboldt/Rock	Toe_Jam	2017	995397	Humboldt	Rock	Toe_Jam_2017	456	-116.453289	41.322646	YES	Toe Jam	0.00000065	0.000000554	-0.100173364	0.0000174	0.0000184	5.1	3.5	6.1	1295	685	2017	yes
MAR_MAR_2017_134	Humboldt/Upper	Marys_Mainstem	2017	1266110	Humboldt	Upper	Marys_Mainstem_2017	457	-115.375783	41.608482	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
22SFI017	Humboldt/Little	SF_Indian	2022	5964870	Humboldt	Little	SF_Indian_2022	458	-117.54041	41.61184	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MILL_009	Walker	Mill	2015	4702230	Walker		Mill_2015	459	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MAR_MAR_2017_144	Humboldt/Upper	Marys_Mainstem	2017	359225	Humboldt	Upper	Marys_Mainstem_2017	460	-115.375783	41.608482	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MILL_014	Walker	Mill	2015	6423982	Walker		Mill_2015	461	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
UPT_MEI_2017_050	Tahoe	Meiss	2017	2573030	Tahoe		Meiss_2017	462	-120.33631	38.63824	YES	Meiss Meadows	0.000000807	0.00000073	-0.049809184	0.000026	0.0000247	26.5	25.5	28.7	8333	5534	2009	yes
Y170064MOK	NF_Mokelumne_R_OOB	NF_Milk_Ranch	2017	2251362	Carson		NF_Milk_Ranch_2017	463	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
QUI_LON_2011_232	Humboldt/Little	Long_Canyon	2011	1504019	Humboldt	Little	Long_Canyon_2011	464	-117.4625913	41.8307616	YES	Long Canyon	0.000000945	0.00000114	0.120982281	0.000049	0.0000411	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-822	Willow_Whitehorse	Whitehorse	2020	1105727	Willow_Whitehorse		Whitehorse_2020	465	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
Y170008MOK	NF_Mokelumne_R_OOB	NF_Pacific	2017	1898003	Carson		NF_Pacific_2017	466	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
3103-635	Willow_Whitehorse	Willow	2020	5474726	Willow_Whitehorse		Willow_2020	467	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
CAR_MUR_2017_049	Carson	Murray	2017	704940	Carson		Murray_2017	468	-119.7140794	38.48469886	YES	Murray Canyon	0.000000745	0.00000057	-0.150383004	0.00002	0.0000189	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y170054MOK	NF_Mokelumne_R_OOB	NF_Milk_Ranch	2017	2303069	Carson		NF_Milk_Ranch_2017	469	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y1800013SJR	San_Joaquin_R_OOB	WF_Portuguese	2020	3835324	Tahoe		WF_Portuguese_2020	470	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y200103WKR	Walker	By-Day	2020	6665073	Walker		By-Day_2020	471	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
Y1800001SJR	San_Joaquin_R_OOB	WF_Portuguese	2020	2257857	Tahoe		WF_Portuguese_2020	472	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
MAR_TCR_2017_036	Humboldt/Upper	T	2017	1427095	Humboldt	Upper	T_2017	473	-115.3040545	41.63598922	YES	T	0.000000682	0.000000588	-0.117693616	0.0000191	0.000019	0.1	0.1	0.2	4029	1960	2002	yes
Y160001TKR	Pyramid_Truckee	Pole	2016	843503	Tahoe		Pole_2016	474	-120.2453876	39.23273605	YES	Pole	0.000000858	0.000000744	-0.091080739	0.0000281	0.0000247	3.1	2.2	4	852	474	2010	yes
Y160082CAR	Independence	Heenan_Lake	2010	1731226	Tahoe		Heenan_Lake_2010	475	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-956	Willow_Whitehorse	Little_Whitehorse	2020	712343	Willow_Whitehorse		Little_Whitehorse_2020	476	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
SLNK_024	Walker	Slinkard	2015	1455165	Walker		Slinkard_2015	477	-119.5660102	38.57074161	YES	Slinkard	0.000000955	0.000000734	-0.170717356	0.0000222	0.0000205	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Pike16	Alvord_Lake_OOB	Pike	2021	155759	Willow_Whitehorse		Pike_2021	478	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Y170097CAR	Carson	Poison_Flat	2017	2804137	Carson		Poison_Flat_2017	479	-119.6450227	38.49490749	YES	Poison Flat	0.000000809	0.000000698	-0.082770633	0.0000287	0.000024	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y200091WKR	Walker	By-Day	2020	4654101	Walker		By-Day_2020	480	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
3103-730	Willow_Whitehorse	Willow	2020	2980197	Willow_Whitehorse		Willow_2020	481	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y160054CAR	Independence	Heenan_Lake	2010	1883829	Tahoe		Heenan_Lake_2010	482	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
REE_MHK_2000_028	Reese	Mohawk	2000	559097	Quinn_Reese		Mohawk_2000	483	-117.32925	38.98392922	YES	Mohawk	0.00000036	0.000000284	-0.107180282	0.0000126	0.0000097	0.2	0	0.4	1553	1024	2000	yes
Y160072CAR	Independence	Heenan_Lake	2010	865826	Tahoe		Heenan_Lake_2010	484	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y160011CAR	Independence	Heenan_Lake	2010	3265085	Tahoe		Heenan_Lake_2010	485	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y200033	Stanislaus_R_OOB	Disaster_Creek	2018	1702535	Carson		Disaster_Creek_2018	486	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
UPT_MEI_2017_024	Tahoe	Meiss	2017	990962	Tahoe		Meiss_2017	487	-120.33631	38.63824	YES	Meiss Meadows	0.000000807	0.00000073	-0.049809184	0.000026	0.0000247	26.5	25.5	28.7	8333	5534	2009	yes
SFLH_004	Humboldt/Little	SF_Little_Humboldt	#N/A	2031268	Humboldt	Little	SF_Little_Humboldt_NA	488	-116.910871	41.460125	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y180029	Kings_R_OOB	WF_Cow	2018	1816582	Tahoe		WF_Cow_2018	489	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
MILL_013	Walker	Mill	2015	5892594	Walker		Mill_2015	490	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-492	Willow_Whitehorse	Willow	2020	1861158	Willow_Whitehorse		Willow_2020	491	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-609	Willow_Whitehorse	Little_Whitehorse	2020	3052214	Willow_Whitehorse		Little_Whitehorse_2020	492	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
REE_TNY_2001_016	Reese	Tierney	2001	2557353	Quinn_Reese		Tierney_2001	493	-117.2814176	39.04073194	YES	Tierney	0.000000684	0.000000618	-0.075703121	0.0000208	0.0000195	72.5	71.1	74.1	436	199	2001	yes
Y160060YUB	Yuba_R_OOB	Macklin	2016	858813	Tahoe		Macklin_2016	494	#N/A	#N/A	YES	Macklin	0.000000765	0.000000649	-0.099742321	0.0000213	0.0000227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
3103-950	Willow_Whitehorse	Whitehorse	2020	2528105	Willow_Whitehorse		Whitehorse_2020	495	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
22tj179	Humboldt/Rock	Toe_Jam	2022	263411	Humboldt	Rock	Toe_Jam_2022	496	-116.453289	41.322646	YES	Toe Jam	0.00000065	0.000000554	-0.100173364	0.0000174	0.0000184	5.1	3.5	6.1	1295	685	2017	yes
22CR015	Quinn	Crowley	2022	204353	Quinn_Reese		Crowley_2022	497	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
Y1800039SJR	San_Joaquin_R_OOB	WF_Portuguese	2020	1964857	Tahoe		WF_Portuguese_2020	498	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
22NB013	Quinn	NF_Battle	2022	247024	Quinn_Reese		NF_Battle_2022	499	-118.938634	41.427057	YES	North Fork Battle	0.000000553	0.000000468	-0.142730935	0.0000147	0.0000153	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
3103-776	Willow_Whitehorse	Little_Whitehorse	2020	1814251	Willow_Whitehorse		Little_Whitehorse_2020	500	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Cotton18	Alvord_Lake_OOB	Cottonwood_AVL	2021	310058	Willow_Whitehorse		Cottonwood_AVL_2021	501	#N/A	#N/A	YES	Cottonwood	0.0000003	0.00000022	-0.134278393	0.0000106	0.00000758	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y200007	Stanislaus_R_OOB	Disaster_Creek	2018	3858732	Carson		Disaster_Creek_2018	502	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y200123WKR	Walker	Silver	2020	4149664	Walker		Silver_2020	503	-119.5749218	38.38654264	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y160019CAR	Independence	Heenan_Lake	2010	1676177	Tahoe		Heenan_Lake_2010	504	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
NFH_FOR_2017_025	Humboldt/NF	Foreman	2017	343525	Humboldt	North_Fork	Foreman_2017	505	-115.972648	41.47310367	YES	Foreman	0.00000117	0.00000101	-0.103193825	0.00003581	0.00003396	4	3.5	5.1	569	260	2009	yes
MAG_LJK_2015_045	Humboldt/Upper	Little_Jack	2015	623839	Humboldt	Upper	Little_Jack_2015	506	-116.266524	40.975535	YES	Little Jack	0.000000863	0.000000779	-0.069442249	0.0000316	0.0000264	5.1	3.9	6.4	359	258	2009	yes
Y170059CAR	Carson	Murray	2017	1329685	Carson		Murray_2017	507	-119.7140794	38.48469886	YES	Murray Canyon	0.000000745	0.00000057	-0.150383004	0.00002	0.0000189	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
22NB027	Quinn	NF_Battle	2022	395557	Quinn_Reese		NF_Battle_2022	508	-118.938634	41.427057	YES	North Fork Battle	0.000000553	0.000000468	-0.142730935	0.0000147	0.0000153	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y170035CAR	Carson	EF_Carson_Golden_Canyon	2017	6555130	Carson		EF_Carson_Golden_Canyon_2017	509	-119.82462	38.99074	YES	East Fork Carson & Golden Canyon	0.000000724	0.000000577	-0.1531849	0.0000174	0.0000192	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
BDWC_008	Walker	By-Day	2015	6020863	Walker		By-Day_2015	510	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
CAR_EFC_2017_021	Carson	EF_Carson_Golden_Canyon	2017	1528745	Carson		EF_Carson_Golden_Canyon_2017	511	-119.82462	38.99074	YES	East Fork Carson & Golden Canyon	0.000000724	0.000000577	-0.1531849	0.0000174	0.0000192	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y160006IPL	Independence	Independence_Lake	2016	1391526	Tahoe		Independence_Lake_2016	512	-120.3139892	39.43806288	YES	Independence Lake	0.000000754	0.000000669	-0.093482186	0.0000218	0.0000224	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
EFH_NFC_2012_017	Humboldt/Upper	NF_Cold	2012	398139	Humboldt	Upper	NF_Cold_2012	513	-115.321001	40.73715106	YES	North Fork Cold	0.000000481	0.000000393	-0.111508538	0.0000137	0.0000127	13.6	12.1	15.1	1002	522	2012	yes
Y170063MOK	NF_Mokelumne_R_OOB	NF_Milk_Ranch	2017	1108423	Carson		NF_Milk_Ranch_2017	514	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
Y160087YUB	Yuba_R_OOB	Macklin	2016	2456146	Tahoe		Macklin_2016	515	#N/A	#N/A	YES	Macklin	0.000000765	0.000000649	-0.099742321	0.0000213	0.0000227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
09-AB22-15	Humboldt/Little	Abel	2022	750771	Humboldt	Little	Abel_2022	516	-117.66839	41.4484497	YES	Abel	0.000000652	0.000000551	-0.077929215	0.000028	0.000019	7	5.6	8.3	112	35	2012	yes
Y160073YUB	Yuba_R_OOB	Macklin	2016	1431625	Tahoe		Macklin_2016	517	#N/A	#N/A	YES	Macklin	0.000000765	0.000000649	-0.099742321	0.0000213	0.0000227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
SFLH_022	Humboldt/Little	SF_Little_Humboldt	#N/A	1703456	Humboldt	Little	SF_Little_Humboldt_NA	518	-116.910871	41.460125	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
ROC_WLN_2009_011	Humboldt/Rock	Willow-Nelson	2009	990947	Humboldt	Rock	Willow-Nelson_2009	519	-116.4581985	41.20204518	YES	Willow-Nelson	0.000000742	0.000000629	-0.099692853	0.0000206	0.000021	5.7	4.5	6.7	2235	1254	2009	yes
22fr046	Humboldt/Rock	Frazer	2022	563550	Humboldt	Rock	Frazer_2022	520	-116.7432811	41.29430774	YES	Frazier	0.000000743	0.000000608	-0.126518894	0.0000191	0.0000197	24.2	20.9	26.8	213	74	2015	yes
MRPH_002	Walker	Murphy	2011	8051743	Walker		Murphy_2011	521	-119.2692472	38.38015418	YES	Murphy	0.000000803	0.000000603	-0.218381179	0.0000218	0.0000204	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
ROC_FRZ_2017_026	Humboldt/Rock	Frazer	2017	2729310	Humboldt	Rock	Frazer_2017	522	-116.7432811	41.29430774	YES	Frazier	0.000000743	0.000000608	-0.126518894	0.0000191	0.0000197	24.2	20.9	26.8	213	74	2015	yes
Y200108WKR	Walker	By-Day	2020	2684547	Walker		By-Day_2020	523	-119.3509716	38.26878397	YES	By-Day	0.000000865	0.000000695	-0.080643106	0.0000383	0.0000241	19	17.6	20.9	2690	1624	2009	yes
Y160035IPL	Independence	Independence_Lake	2016	1578749	Tahoe		Independence_Lake_2016	524	-120.3139892	39.43806288	YES	Independence Lake	0.000000754	0.000000669	-0.093482186	0.0000218	0.0000224	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
QUI_NFB_2016_005	Quinn	NF_Battle	2016	936714	Quinn_Reese		NF_Battle_2016	525	-118.938634	41.427057	YES	North Fork Battle	0.000000553	0.000000468	-0.142730935	0.0000147	0.0000153	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
WAL_MIL_2017_036	Walker	Mill	2017	827966	Walker		Mill_2017	526	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MAR_MAR_2017_167	Humboldt/Upper	Marys_Mainstem	2017	518266	Humboldt	Upper	Marys_Mainstem_2017	527	-115.375783	41.608482	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
21AB25	Humboldt/Little	Abel	2021	9698916	Humboldt	Little	Abel_2021	528	-117.66839	41.4484497	YES	Abel	0.000000652	0.000000551	-0.077929215	0.000028	0.000019	7	5.6	8.3	112	35	2012	yes
3103-728	Willow_Whitehorse	Willow	2020	5164915	Willow_Whitehorse		Willow_2020	529	-118.22615	42.67766237	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
STE_CWC_2000_018	Alvord_Lake_OOB	Cottonwood_AVL	2000	8174374	Willow_Whitehorse		Cottonwood_AVL_2000	530	#N/A	#N/A	YES	Cottonwood	0.0000003	0.00000022	-0.134278393	0.0000106	0.00000758	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
MILL_011	Walker	Mill	2015	7636440	Walker		Mill_2015	531	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
CAR_MUR_2017_071	Carson	Murray	2017	923434	Carson		Murray_2017	532	-119.7140794	38.48469886	YES	Murray Canyon	0.000000745	0.00000057	-0.150383004	0.00002	0.0000189	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y170057MOK	NF_Mokelumne_R_OOB	NF_Milk_Ranch	2017	2165157	Carson		NF_Milk_Ranch_2017	533	#N/A	#N/A	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
3103-618	Willow_Whitehorse	Whitehorse	2020	3720507	Willow_Whitehorse		Whitehorse_2020	534	-118.193703	42.273727	YES	Whitehorse	0.000000484	0.000000381	-0.157358941	0.0000151	0.0000126	8.1	7.3	9.4	21251	10485	2011	yes
SFH_2BO_2016_010	Humboldt/Upper	Second_Boulder	2016	678505	Humboldt	Upper	Second_Boulder_2016	535	-115.1346326	40.90198481	YES	2nd Boulder	0.0000008	0.000000629	-0.143491548	0.0000223	0.0000207	21.8	19.7	26.2	23	5	2013	yes
WAL_MIL_2017_030	Walker	Mill	2017	985058	Walker		Mill_2017	536	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
Y160007CAR	Independence	Heenan_Lake	2010	1514222	Tahoe		Heenan_Lake_2010	537	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
21AB09	Humboldt/Little	Abel	2021	3983085	Humboldt	Little	Abel_2021	538	-117.66839	41.4484497	YES	Abel	0.000000652	0.000000551	-0.077929215	0.000028	0.000019	7	5.6	8.3	112	35	2012	yes
YUB_MAC_2016_087	Yuba_R_OOB	Macklin	2016	358178	Tahoe		Macklin_2016	539	#N/A	#N/A	YES	Macklin	0.000000765	0.000000649	-0.099742321	0.0000213	0.0000227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
22SFI006	Humboldt/Little	SF_Indian	2022	3640921	Humboldt	Little	SF_Indian_2022	540	-117.54041	41.61184	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MILL_026	Walker	Mill	2015	2395232	Walker		Mill_2015	541	-119.4925346	38.44380796	YES	Mill	0.000000982	0.000000725	-0.1725841	0.0000253	0.0000221	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
TRU_POL_2016_012	Pyramid_Truckee	Pole	2016	867181	Tahoe		Pole_2016	542	-120.2453876	39.23273605	YES	Pole	0.000000858	0.000000744	-0.091080739	0.0000281	0.0000247	3.1	2.2	4	852	474	2010	yes
3103-586	Willow_Whitehorse	Little_Whitehorse	2020	2496139	Willow_Whitehorse		Little_Whitehorse_2020	543	-118.19612	42.21036999	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
LTR_IPL_2016_025	Independence	Independence_Lake	2016	1109437	Tahoe		Independence_Lake_2016	544	-120.3139892	39.43806288	YES	Independence Lake	0.000000754	0.000000669	-0.093482186	0.0000218	0.0000224	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
MAR_MAR_2017_159	Humboldt/Upper	Marys_Mainstem	2017	1019609	Humboldt	Upper	Marys_Mainstem_2017	545	-115.375783	41.608482	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
ROC_ROC_2017_007	Humboldt/Rock	Rock	2017	1167772	Humboldt	Rock	Rock_2017	546	-116.4271066	41.36591453	YES	Rock	0.000000664	0.000000591	-0.066621372	0.0000209	0.0000205	8.8	7.6	10.4	508	284	2009	yes
Y160020CAR	Independence	Heenan_Lake	2010	1280251	Tahoe		Heenan_Lake_2010	547	-119.637348	38.653153	NO	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	yes
YUB_MAC_2016_076	Yuba_R_OOB	Macklin	2016	803661	Tahoe		Macklin_2016	548	#N/A	#N/A	YES	Macklin	0.000000765	0.000000649	-0.099742321	0.0000213	0.0000227	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	no
